borrower_id,borrower_name,institute_id,institute_name,city,state,nirf_rank,nirf_score,institute_tier,course,applicant_origin,gpa_scale,raw_gpa,normalized_cgpa_10,backlogs,internships,certifications,job_portal_activity,interview_count,placement_cell_index,sector_demand_index,historical_course_placement_rate,loan_amount_lakh,moratorium_days_left,placed_3m,placed_6m,placed_12m,actual_salary_lpa,early_delinquency
B014162,Harshita Lakhanpal,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,commerce_arts,indian,10,7.42,7.42,1,0,1,0.0,0,0.698,0.382,0.544,5.84,231,0,0,0,0.0,1
B014163,Kishan Khanna,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,mba,indian,10,6.77,6.77,0,2,4,0.751,1,0.624,0.542,0.855,22.91,145,1,1,1,11.66,0
B014164,Jeet Dutta,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,btech_cse,indian,10,9.25,9.25,0,0,1,0.799,5,0.393,0.811,0.691,10.83,237,1,1,1,8.56,0
B014165,Arjun Patel,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,mba,indian,10,5.16,5.16,2,0,3,0.474,0,0.507,0.823,0.67,20.6,149,0,0,0,0.0,0
B014166,Mrinal Bhat,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,btech_cse,indian,10,7.31,7.31,1,1,4,0.777,2,0.785,0.643,0.928,11.67,238,1,1,1,12.03,0
B014167,Arya Chaurasia,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,commerce_arts,indian,10,9.13,9.13,0,3,0,0.849,3,0.801,0.383,0.9,12.52,236,1,1,1,11.18,0
B014168,Geeta Iyengar,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,btech_cse,indian,10,8.75,8.75,0,0,0,0.569,2,0.441,0.854,0.753,11.04,55,1,1,1,8.78,0
B014169,Narmada Mahajan,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,mba,indian,10,7.26,7.26,0,0,2,0.994,4,0.591,0.436,0.779,13.74,211,1,1,1,4.6,0
B014170,Paras Dixit,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,core_engineering,indian,10,6.81,6.81,0,1,0,1.0,1,0.464,0.511,0.691,13.33,83,1,1,1,2.4,0
B014171,Ishita Lal,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,commerce_arts,indian,10,6.3,6.3,0,0,0,0.346,0,0.373,0.204,0.686,11.63,72,0,0,0,0.0,0
B014172,Disha Iyer,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,core_engineering,indian,10,8.31,8.31,1,0,1,0.435,0,0.6,0.414,0.564,17.87,86,0,0,0,0.0,0
B014173,Harsh Nambiar,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,mba,indian,10,7.13,7.13,1,0,2,0.449,2,0.353,0.379,0.732,19.98,128,0,0,0,0.0,0
B014174,Manisha Lal,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,commerce_arts,indian,4,2.7,6.76,2,0,3,0.228,1,0.433,0.45,0.572,14.01,161,0,0,1,2.43,1
B014175,Naresh Marwaha,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,7.2,7.2,0,1,2,0.83,2,0.427,0.787,0.684,11.32,78,1,1,1,7.5,0
B014176,Nikhil Reddy,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,10,5.81,5.81,0,0,5,0.312,1,0.461,0.639,0.696,14.66,114,0,1,1,5.95,1
B014177,Shreya Nambiar,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,core_engineering,indian,10,9.89,9.89,0,2,0,0.395,0,0.701,0.382,0.638,22.33,44,1,1,1,11.11,0
B014178,Bhuvan Sharma,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,core_engineering,indian,10,6.53,6.53,0,1,4,0.804,4,0.443,0.211,0.685,15.4,106,0,1,1,5.66,0
B014179,Naveen Nair,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,10,7.16,7.16,1,1,2,0.927,3,0.663,0.524,0.803,13.33,153,0,1,1,7.91,0
B014180,Manisha Nambiar,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,btech_cse,indian,10,6.89,6.89,1,1,0,0.722,2,0.474,0.776,0.935,18.94,143,0,1,1,4.38,0
B014181,Jeet Singh,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,commerce_arts,indian,4,2.96,7.39,0,1,0,0.43,0,0.635,0.1,0.587,12.19,125,1,1,1,3.08,0
B014182,Kishan Verma,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,commerce_arts,indian,4,3.67,9.18,0,2,3,0.818,4,0.423,0.223,0.712,18.53,115,1,1,1,6.14,0
B014183,Nikhil Dey,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,52.54,2,mba,indian,10,6.38,6.38,0,2,1,0.488,1,0.523,0.733,0.725,5.88,61,0,1,1,7.25,0
B014184,Arjun Nander,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,indian,10,5.56,5.56,0,0,3,0.672,1,0.371,0.678,0.775,10.62,120,0,0,1,3.95,0
B014185,Sneha Loomba,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,mba,indian,10,7.03,7.03,0,0,0,0.494,2,0.452,0.614,0.737,13.59,15,1,1,1,7.53,0
B014186,Mohini Loomba,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,mba,indian,10,6.01,6.01,0,1,2,0.672,1,0.285,0.343,0.899,19.77,202,0,1,1,5.47,1
B014187,Muneesh Krishnan,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,8.3,8.3,0,0,5,0.449,1,0.558,0.608,0.799,5.72,113,1,1,1,9.97,0
B014188,Jatin Patel,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,7.19,7.19,0,0,5,0.69,0,0.588,0.703,0.785,18.29,198,0,1,1,8.97,0
B014189,Harshita Goyanka,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,10,6.68,6.68,1,1,1,0.631,2,0.503,0.641,0.898,13.52,84,1,1,1,5.2,0
B014190,Hina Hegde,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,commerce_arts,indian,10,8.21,8.21,1,0,2,0.684,0,0.546,0.361,0.785,9.27,19,0,0,1,4.28,0
B014191,Jeetu Singh,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,btech_cse,indian,10,8.88,8.88,0,3,1,0.973,4,0.538,0.907,0.783,4.89,180,1,1,1,10.68,1
B014192,Varun Hegde,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,4.7,4.7,2,0,2,0.612,3,0.449,0.811,0.887,13.64,52,0,0,0,0.0,1
B014193,Geeta Luthra,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,8.11,8.11,0,0,4,0.668,0,0.464,0.607,0.72,12.68,63,1,1,1,9.3,0
B014194,Nilesh Verma,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,mba,indian,10,6.49,6.49,0,1,0,0.461,2,0.647,0.46,0.801,16.36,235,1,1,1,9.85,1
B014195,Kanika Malik,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,commerce_arts,indian,10,8.06,8.06,0,2,0,0.682,4,0.679,0.364,0.787,18.23,62,1,1,1,8.25,0
B014196,Milan Krishnan,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,btech_cse,indian,4,3.22,8.05,0,2,4,0.801,2,0.397,0.582,0.698,7.24,91,1,1,1,8.56,0
B014197,Pari Masarrate,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,mba,indian,4,3.52,8.79,0,3,0,0.626,3,0.704,0.479,0.779,25.93,154,1,1,1,12.4,0
B014198,Milind Dey,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,6.55,6.55,0,0,3,0.574,0,0.367,0.576,0.65,13.22,197,0,1,1,4.04,0
B014199,Ananya Masarrate,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,btech_cse,indian,10,8.37,8.37,0,0,6,0.484,1,0.438,0.569,0.612,20.29,179,1,1,1,7.29,0
B014200,Paras Marwaha,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,mba,indian,10,7.83,7.83,0,0,2,0.326,2,0.575,0.589,0.73,24.02,130,1,1,1,9.52,0
B014201,Tanvi Mazumdar,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,btech_cse,indian,10,6.85,6.85,1,1,5,0.605,1,0.703,0.748,0.96,18.7,15,1,1,1,10.78,0
B014202,Harshita Sharma,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,commerce_arts,indian,10,9.15,9.15,0,2,1,0.939,4,0.701,0.33,0.729,12.63,15,1,1,1,9.5,0
B014203,Manit Mathur,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,btech_cse,foreign,4,2.88,7.19,1,0,2,0.338,1,0.341,0.771,0.653,14.41,148,0,0,0,0.0,1
B014204,Pawan Malik,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,btech_cse,indian,10,5.07,5.07,1,0,3,0.554,0,0.284,0.681,0.613,15.05,15,0,0,0,0.0,0
B014205,Aditya Choudhury,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,commerce_arts,indian,10,8.46,8.46,0,4,2,0.751,6,0.534,0.456,0.622,8.53,71,1,1,1,6.71,0
B014206,Ishita Deshpande,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,core_engineering,indian,10,7.53,7.53,2,0,0,0.553,1,0.499,0.406,0.516,21.83,16,0,1,1,4.63,1
B014207,Ananya Sharma,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,btech_cse,indian,10,7.88,7.88,0,1,0,0.543,1,0.468,0.773,0.811,8.42,104,0,1,1,6.89,0
B014208,Akshay Bhat,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,btech_cse,indian,10,7.06,7.06,1,2,1,0.56,3,0.695,0.631,0.866,26.86,127,1,1,1,10.21,0
B014209,Gaurav Chopra,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,mba,indian,10,7.21,7.21,0,0,2,0.457,0,0.39,0.519,0.707,11.78,76,1,1,1,7.28,0
B014210,Manisha Murthy,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,btech_cse,indian,10,7.2,7.2,0,1,5,0.534,3,0.623,0.591,0.742,21.03,150,0,1,1,7.85,0
B014211,Pari Iyer,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,mba,indian,10,8.12,8.12,3,0,5,0.594,1,0.374,0.538,0.719,16.05,167,0,0,0,0.0,0
B014212,Jeetu Nair,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,core_engineering,indian,10,7.42,7.42,0,1,0,0.612,4,0.447,0.569,0.59,10.39,72,0,1,1,3.61,0
B014213,Kushal Nander,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,core_engineering,indian,10,9.7,9.7,1,4,2,1.0,6,0.818,0.315,0.96,22.92,76,1,1,1,12.68,1
B014214,Manit Goyanka,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,4,2.86,7.15,0,0,1,0.833,1,0.471,0.867,0.831,17.38,212,1,1,1,5.97,0
B014215,Manisha Laxminarayan,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,mba,indian,10,8.8,8.8,0,0,1,0.254,0,0.886,0.726,0.892,25.97,46,1,1,1,13.44,0
B014216,Nandini Mookerjee,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,core_engineering,foreign,4,2.88,7.21,0,1,0,0.771,2,0.446,0.288,0.652,16.04,95,0,1,1,4.69,0
B014217,Parth Bhatnagar,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,btech_cse,indian,10,6.69,6.69,0,1,0,1.0,3,0.586,0.57,0.712,17.76,237,1,1,1,6.27,1
B014218,Pavitra Mishra,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,mba,indian,10,8.2,8.2,0,2,2,0.98,2,0.403,0.552,0.707,12.29,44,0,1,1,8.04,0
B014219,Mishti Deshpande,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,4,2.96,7.41,0,1,1,0.661,3,0.425,0.925,0.7,18.79,147,0,0,1,7.58,1
B014220,Isha Nag,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,core_engineering,indian,10,8.37,8.37,0,0,0,0.465,2,0.478,0.6,0.546,6.84,94,0,1,1,6.57,0
B014221,Nitin Joshi,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,5.89,5.89,1,0,0,0.591,2,0.372,0.716,0.667,9.21,155,0,1,1,4.42,1
B014222,Deepak Chaurasia,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,7.49,7.49,0,0,3,0.296,3,0.278,0.794,0.949,14.2,201,1,1,1,9.33,0
B014223,Naina Nanda,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,mba,indian,10,8.44,8.44,0,2,2,0.829,4,0.711,0.651,0.939,16.66,232,1,1,1,13.87,0
B014224,Nikita Lakhanpal,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,btech_cse,indian,10,5.55,5.55,2,0,3,0.602,2,0.319,0.459,0.885,10.94,85,0,0,0,0.0,1
B014225,Milan Iyengar,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,btech_cse,indian,10,5.27,5.27,1,2,1,0.672,3,0.677,0.81,0.818,20.63,30,0,0,0,0.0,1
B014226,Sakshi Bhattacharya,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,mba,indian,10,6.85,6.85,1,1,0,0.266,1,0.326,0.467,0.864,9.7,172,1,1,1,8.65,0
B014227,Nitesh Reddy,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,commerce_arts,foreign,4,2.51,6.28,0,1,0,0.472,2,0.392,0.54,0.477,4.0,227,0,0,0,0.0,1
B014228,Mrinal Nambiar,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,core_engineering,indian,10,6.61,6.61,0,3,0,0.489,5,0.737,0.256,0.93,7.19,207,0,1,1,9.91,0
B014229,Ashwin Goyanka,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,foreign,4,2.26,5.64,1,1,2,0.836,0,0.319,0.824,0.785,6.03,74,0,0,0,0.0,1
B014230,Nitin Kumar,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,btech_cse,indian,10,6.56,6.56,0,0,2,0.649,2,0.598,0.581,0.721,12.77,122,0,1,1,6.27,0
B014231,Bhuvan Mitra,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,mba,indian,4,3.43,8.58,0,3,1,0.828,2,0.798,0.382,0.857,19.72,85,1,1,1,11.17,0
B014232,Kushal Iyer,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,core_engineering,indian,10,7.27,7.27,0,0,1,0.594,1,0.477,0.425,0.565,19.08,109,0,1,1,5.15,0
B014233,Aarav Namboodiri,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,commerce_arts,indian,10,7.17,7.17,0,0,0,0.246,1,0.536,0.494,0.553,19.89,56,1,1,1,2.53,0
B014234,Gaurav Bansal,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,mba,indian,4,2.54,6.34,1,2,3,0.853,5,0.444,0.398,0.908,12.54,209,0,1,1,6.23,1
B014235,Shreya Bhattacharya,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,indian,10,8.47,8.47,0,1,2,0.89,4,0.729,0.632,0.902,29.02,100,1,1,1,14.67,0
B014236,Muneesh Choudhury,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,commerce_arts,indian,10,8.87,8.87,0,5,0,1.0,9,0.629,0.141,0.666,16.05,68,1,1,1,9.03,0
B014237,Mohan Bhattacharya,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,core_engineering,indian,10,8.51,8.51,0,2,0,0.39,3,0.779,0.319,0.879,29.43,158,1,1,1,7.33,0
B014238,Jatin Dixit,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,btech_cse,indian,10,6.71,6.71,0,0,4,0.655,0,0.533,0.748,0.698,4.61,156,1,1,1,6.28,0
B014239,Manoj Dey,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,6.45,6.45,0,0,1,0.644,1,0.381,0.859,0.688,12.47,216,0,0,1,5.34,1
B014240,Disha Marwaha,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,btech_cse,indian,10,6.51,6.51,0,1,2,0.305,0,0.57,0.576,0.767,18.97,213,1,1,1,5.97,0
B014241,Kanika Gopal,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,6.17,6.17,1,0,0,0.734,2,0.382,0.766,0.604,11.61,116,0,1,1,3.55,0
B014242,Vipul Dutta,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,mba,indian,10,8.85,8.85,0,0,1,0.711,1,0.615,0.68,0.758,25.53,140,0,1,1,8.27,0
B014243,Nitin Lakhanpal,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,indian,10,8.16,8.16,0,1,2,0.638,0,0.826,0.583,0.96,24.63,57,1,1,1,12.97,0
B014244,Murali Patel,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,btech_cse,indian,10,7.82,7.82,0,0,2,0.435,2,0.381,0.885,0.722,9.22,154,0,1,1,5.9,1
B014245,Bhuvan Nair,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,btech_cse,indian,10,6.69,6.69,1,1,0,0.659,1,0.464,0.731,0.752,8.47,46,1,1,1,5.51,0
B014246,Kushal Mitra,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,core_engineering,indian,10,6.75,6.75,2,1,1,0.609,2,0.582,0.458,0.62,14.67,179,0,0,1,4.29,1
B014247,Siddharth Iyengar,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,mba,indian,10,6.93,6.93,0,0,0,0.357,1,0.529,0.518,0.607,13.35,84,0,1,1,4.72,0
B014248,Nikhil Mahanti,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,4,4.0,10.0,0,0,2,0.624,3,0.428,0.86,0.597,18.15,43,1,1,1,9.74,0
B014249,Ishan Mohindra,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,commerce_arts,indian,10,8.88,8.88,1,2,0,1.0,7,0.625,0.318,0.727,10.86,234,0,1,1,8.05,0
B014250,Kavya Lal,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,btech_cse,foreign,4,3.2,8.0,0,1,4,0.801,3,0.757,0.678,0.955,21.46,222,1,1,1,10.45,0
B014251,Mukul Gupta,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,4,3.19,7.97,0,1,3,0.652,3,0.474,0.695,0.808,18.84,145,1,1,1,9.48,0
B014252,Pavitra Birla,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,btech_cse,indian,10,6.84,6.84,0,0,3,0.412,0,0.323,0.857,0.553,16.53,228,0,1,1,4.77,0
B014253,Jeet Dey,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,core_engineering,indian,10,8.48,8.48,0,1,0,0.797,0,0.506,0.333,0.605,6.7,60,0,1,1,7.36,0
B014254,Meera Nag,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,commerce_arts,indian,10,7.01,7.01,1,2,0,0.658,0,0.561,0.308,0.673,12.74,74,0,0,1,7.9,1
B014255,Nandini Bhat,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,10,6.95,6.95,0,2,5,0.667,2,0.539,0.685,0.754,17.48,90,0,1,1,6.76,0
B014256,Kavya Masarrate,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,core_engineering,indian,4,2.8,7.01,0,3,0,0.734,4,0.623,0.613,0.581,11.2,42,1,1,1,5.66,0
B014257,Maitri Hegde,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,mba,indian,10,7.44,7.44,0,0,0,0.728,3,0.255,0.389,0.701,17.38,46,0,1,1,7.98,0
B014258,Nitesh Mathur,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,core_engineering,indian,10,7.19,7.19,0,0,1,0.467,3,0.533,0.515,0.746,11.2,52,0,1,1,4.34,0
B014259,Lalit Luthra,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,btech_cse,indian,10,5.95,5.95,0,1,0,0.344,1,0.336,0.758,0.772,16.17,30,0,0,1,6.73,0
B014260,Rahul Joshi,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,btech_cse,indian,10,8.45,8.45,1,4,2,0.811,4,0.786,0.549,0.846,24.02,118,0,1,1,10.43,0
B014261,Niyati Dey,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,mba,indian,4,3.01,7.53,0,0,2,0.757,1,0.474,0.604,0.777,19.05,170,0,1,1,7.17,1
B014262,Nikhil Choudhury,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,8.14,8.14,0,0,3,0.809,1,0.443,0.867,0.81,16.4,108,1,1,1,7.96,0
B014263,Keya Dutta,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,indian,10,6.49,6.49,0,1,1,0.602,4,0.497,0.567,0.757,12.94,149,0,1,1,4.2,0
B014264,Manit Krishnan,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,commerce_arts,indian,10,6.64,6.64,1,1,1,0.431,1,0.456,0.26,0.642,19.52,225,0,1,1,3.41,0
B014265,Keya Mahanti,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,mba,indian,4,3.0,7.51,0,1,1,0.795,0,0.406,0.522,0.705,18.82,29,1,1,1,8.82,1
B014266,Peeyush Nanda,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,6.2,6.2,3,0,0,0.67,0,0.464,0.599,0.622,16.37,120,0,0,0,0.0,1
B014267,Peeyush Malik,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,core_engineering,indian,10,7.1,7.1,0,1,2,0.763,1,0.358,0.205,0.658,17.06,186,0,0,1,5.5,0
B014268,Bhavna Sharma,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,foreign,4,3.17,7.92,1,0,2,0.545,1,0.37,0.547,0.678,13.33,231,1,1,1,9.01,0
B014269,Mukul Moonje,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,commerce_arts,indian,10,8.82,8.82,2,2,1,0.692,1,0.804,0.328,0.77,14.4,66,1,1,1,6.64,0
B014270,Sakshi Sharma,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,commerce_arts,indian,4,3.34,8.34,0,3,1,0.632,3,0.614,0.528,0.689,20.79,115,0,1,1,8.06,0
B014271,Vipul Mookerjee,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,mba,indian,10,8.22,8.22,0,1,4,0.316,2,0.477,0.492,0.737,15.51,207,0,1,1,7.44,0
B014272,Geeta Malik,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,mba,indian,10,5.35,5.35,2,0,1,0.828,0,0.475,0.803,0.758,20.42,56,0,0,0,0.0,1
B014273,Sneha Menon,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,commerce_arts,indian,10,7.89,7.89,0,3,0,0.549,1,0.644,0.419,0.728,14.72,213,1,1,1,9.08,0
B014274,Mehul Bansal,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,mba,indian,4,3.1,7.75,0,3,3,0.495,3,0.704,0.536,0.947,18.98,175,1,1,1,14.41,0
B014275,Narmada Nambiar,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,btech_cse,indian,10,7.6,7.6,0,2,2,1.0,6,0.559,0.782,0.817,19.75,32,0,0,1,9.71,1
B014276,Vipul Dixit,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,mba,indian,10,7.42,7.42,1,1,0,0.499,2,0.359,0.296,0.73,17.69,56,1,1,1,7.52,1
B014277,Jeet Mazumdar,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,commerce_arts,indian,4,3.22,8.04,0,1,1,0.248,2,0.609,0.419,0.687,16.46,114,1,1,1,7.19,0
